"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","7/978","36/18614",0.0023664095075929,0.0161166433741692,0.011315144819112,"2321/7010/975/5155/8525/998/7040",7
"GO:0031954","GO:0031954","positive regulation of protein autophosphorylation","6/978","27/18614",0.00236825699203225,0.0161166433741692,0.011315144819112,"80310/801/1636/5155/9344/1654",6
"GO:0001763","GO:0001763","morphogenesis of a branching structure","21/978","203/18614",0.00238577290865657,0.0162154728308565,0.0113845308313758,"2022/10252/4855/7048/3791/7075/54567/1282/7052/9021/23129/8829/54922/1499/25932/4851/133/5371/3845/4609/57142",21
"GO:0010803","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","9/978","56/18614",0.00240190180256775,0.0162842328717265,0.0114328057607236,"2621/7132/22900/114769/837/2950/6868/331/3303",9
"GO:0043331","GO:0043331","response to dsRNA","9/978","56/18614",0.00240190180256775,0.0162842328717265,0.0114328057607236,"857/5595/5899/10211/4792/57162/9188/170506/6520",9
"GO:0033120","GO:0033120","positive regulation of RNA splicing","8/978","46/18614",0.00248237423185627,0.0167295417964155,0.0117454474724696,"6434/1153/54407/5430/5935/6430/29896/3303",8
"GO:2000273","GO:2000273","positive regulation of signaling receptor activity","8/978","46/18614",0.00248237423185627,0.0167295417964155,0.0117454474724696,"1839/8829/65018/3688/6347/8202/6868/3065",8
"GO:0043031","GO:0043031","negative regulation of macrophage activation","5/978","19/18614",0.00248466005355948,0.0167295417964155,0.0117454474724696,"221395/4345/6376/3949/2896",5
"GO:0097494","GO:0097494","regulation of vesicle size","5/978","19/18614",0.00248466005355948,0.0167295417964155,0.0117454474724696,"8766/51652/8301/5868/1173",5
"GO:0060389","GO:0060389","pathway-restricted SMAD protein phosphorylation","10/978","67/18614",0.00248611429686441,0.0167295417964155,0.0117454474724696,"2022/7048/94/659/3625/7049/1601/6386/7040/11030",10
"GO:0070613","GO:0070613","regulation of protein processing","10/978","67/18614",0.00248611429686441,0.0167295417964155,0.0117454474724696,"2934/302/6196/6281/4627/5327/22900/114769/331/2734",10
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","39/978","463/18614",0.00255360976821483,0.0171624120526299,0.0120493562655873,"2/79812/3133/6397/857/11140/8547/5595/6376/23328/958/5654/3106/3105/3659/3428/3146/10211/1654/1398/10614/2534/22900/4792/5359/114769/27086/81844/7040/57162/2896/3134/331/5094/64332/57142/4780/948/3303",39
"GO:0030516","GO:0030516","regulation of axon extension","12/978","90/18614",0.00258108422129942,0.0173041252806671,0.0121488500411084,"659/8829/56920/6387/10501/64218/23499/3475/23191/23011/57142/2017",12
"GO:0048525","GO:0048525","negative regulation of viral process","12/978","90/18614",0.00258108422129942,0.0173041252806671,0.0121488500411084,"2934/10410/7538/8547/10581/8724/3428/684/56829/10614/5359/54737",12
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","13/978","102/18614",0.0026232271311985,0.0175649213469744,0.0123319492876458,"64321/9021/9314/8828/8322/5371/1488/5826/9774/1974/3192/6432/6428",13
"GO:0050792","GO:0050792","regulation of viral process","18/978","165/18614",0.00266684216936528,0.0176350655909322,0.0123811960358789,"2934/2040/10410/7538/8547/10581/4851/8724/3428/3146/684/1654/56829/10614/5359/51773/54737/7879",18
"GO:0001553","GO:0001553","luteinization","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"2/4313/8322/59338",4
"GO:0001921","GO:0001921","positive regulation of receptor recycling","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"10268/302/9341/1889",4
"GO:0003157","GO:0003157","endocardium development","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"3791/64321/54345/4851",4
"GO:0006995","GO:0006995","cellular response to nitrogen starvation","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"11345/84557/81631/23710",4
"GO:0035810","GO:0035810","positive regulation of urine volume","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"8692/2771/1910/4881",4
"GO:0043562","GO:0043562","cellular response to nitrogen levels","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"11345/84557/81631/23710",4
"GO:0072015","GO:0072015","podocyte development","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"5420/182/3913/8826",4
"GO:0072110","GO:0072110","glomerular mesangial cell proliferation","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"80310/1958/5155/8837",4
"GO:1904667","GO:1904667","negative regulation of ubiquitin protein ligase activity","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"9349/6224/6135/6125",4
"GO:1905245","GO:1905245","regulation of aspartic-type peptidase activity","4/978","12/18614",0.00266951334402149,0.0176350655909322,0.0123811960358789,"1942/2043/8301/2896",4
"GO:0008544","GO:0008544","epidermis development","33/978","375/18614",0.00268306340543141,0.0177029896068477,0.0124288840102874,"2012/9079/3643/9314/6615/54345/7538/10628/2317/1499/3714/25932/4646/4851/182/11078/3280/8609/5583/60485/301/6654/5339/677/8202/23764/2355/3065/64332/3925/8837/3488/2171",33
"GO:0072132","GO:0072132","mesenchyme morphogenesis","9/978","57/18614",0.00272199001237998,0.0179379804100515,0.0125938659427953,"2022/7048/6615/94/187/4487/23462/4851/4609",9
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","39/978","465/18614",0.00275237460439777,0.0181161764666133,0.0127189735188197,"3397/8613/351/3399/857/9314/4345/3728/8322/5595/1499/2621/6376/958/7293/6446/6774/28984/3280/10211/65018/5583/3727/60485/22900/4792/7114/6188/25865/114769/8553/3398/57162/6672/6717/8837/948/136319/3303",39
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","38/978","450/18614",0.00275769973566051,0.0181291983835837,0.0127281159235327,"351/3791/3643/857/10769/7538/5286/5595/1601/5899/3146/1452/65018/219771/56829/51100/22894/25820/677/2773/6613/1263/1454/23112/9531/51322/3192/5436/7832/7415/4780/5049/10984/7812/10241/170506/3303/90637",38
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","10/978","68/18614",0.0027805046518102,0.0182348591995833,0.0128022980846059,"4208/2353/1958/1655/4851/3164/23764/3845/10521/7832",10
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process","10/978","68/18614",0.0027805046518102,0.0182348591995833,0.0128022980846059,"2280/1942/2043/9619/8301/102/1454/6868/3459/57142",10
"GO:0060323","GO:0060323","head morphogenesis","7/978","37/18614",0.0027884293854307,0.0182647182356446,0.0128232614644704,"7122/4313/4487/64651/6237/59338/29123",7
"GO:1903008","GO:1903008","organelle disassembly","16/978","140/18614",0.00281706597405894,0.0184300077070982,0.0129393076077739,"11140/11345/65018/4739/706/3799/84557/1263/3831/81631/54543/51024/23710/7415/2017/23770",16
"GO:0030901","GO:0030901","midbrain development","12/978","91/18614",0.00283441774898406,0.0185211591631443,0.0130033030627635,"801/1499/4487/387/3280/7531/6654/998/4929/1454/8655/7533",12
"GO:0030521","GO:0030521","androgen receptor signaling pathway","8/978","47/18614",0.00285641430106868,0.0185975916693378,0.0130569646631594,"8611/387/1655/1601/3301/27086/3065/10521",8
"GO:0043277","GO:0043277","apoptotic cell clearance","8/978","47/18614",0.00285641430106868,0.0185975916693378,0.0130569646631594,"7052/8547/2621/3146/301/6347/5879/948",8
"GO:0045646","GO:0045646","regulation of erythrocyte differentiation","8/978","47/18614",0.00285641430106868,0.0185975916693378,0.0130569646631594,"2624/7538/567/6774/2113/3276/677/3303",8
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","13/978","103/18614",0.00286134083615594,0.0186073028925051,0.013063782701752,"64321/9021/9314/8828/8322/5371/1488/5826/9774/1974/3192/6432/6428",13
"GO:0003171","GO:0003171","atrioventricular valve development","6/978","28/18614",0.00288208481507273,0.01863037403729,0.0130799804507697,"7048/1942/659/187/23462/4851",6
"GO:0003272","GO:0003272","endocardial cushion formation","6/978","28/18614",0.00288208481507273,0.01863037403729,0.0130799804507697,"2022/7048/6615/187/4487/4851",6
"GO:0034063","GO:0034063","stress granule assembly","6/978","28/18614",0.00288208481507273,0.01863037403729,0.0130799804507697,"1654/6228/1153/9802/7812/23215",6
"GO:0060479","GO:0060479","lung cell differentiation","6/978","28/18614",0.00288208481507273,0.01863037403729,0.0130799804507697,"4781/10365/1499/60485/4048/3845",6
"GO:0060487","GO:0060487","lung epithelial cell differentiation","6/978","28/18614",0.00288208481507273,0.01863037403729,0.0130799804507697,"4781/10365/1499/60485/4048/3845",6
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","11/978","80/18614",0.00300545046359821,0.0194046783805858,0.013623602691149,"2934/23075/5962/6711/51474/11078/29766/830/6709/118/136319",11
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","16/978","141/18614",0.00302689403871307,0.0195198631044151,0.0137044713807899,"857/1601/1452/6386/25820/6613/1263/1454/6135/51322/51035/7415/4780/3326/3303/90637",16
"GO:0072009","GO:0072009","nephron epithelium development","14/978","116/18614",0.00305866391364753,0.0197012870632921,0.0138318451968315,"5175/358/947/5420/25937/1910/4208/1499/4851/182/3280/3913/4609/8826",14
"GO:0001755","GO:0001755","neural crest cell migration","9/978","58/18614",0.00307489446864227,0.0197588414432208,0.0138722528753256,"8828/1910/8829/56920/10501/1947/64218/998/65979",9
"GO:0099024","GO:0099024","plasma membrane invagination","9/978","58/18614",0.00307489446864227,0.0197588414432208,0.0138722528753256,"2934/2624/4627/387/9844/998/5879/375/948",9
"GO:0009615","GO:0009615","response to virus","35/978","408/18614",0.00308291330184616,0.0197868973413515,0.0138919503112624,"3429/8692/6397/10410/8547/6387/10581/10625/958/5654/10964/3659/3428/7178/684/1654/51652/56829/5371/54541/22900/3315/5359/10955/81844/1072/9188/2537/3459/5094/375/3925/6210/10521/170506",35
"GO:0010001","GO:0010001","glial cell differentiation","23/978","235/18614",0.0031065719903872,0.0199151484874881,0.0139819926518455,"8613/351/4781/7431/3572/5595/1499/2043/387/6774/4851/3280/7846/5339/3398/3913/3949/7040/2896/3065/3459/3845/9948",23
"GO:0046651","GO:0046651","lymphocyte proliferation","28/978","306/18614",0.0031574120990143,0.0202171410642559,0.0141940150724632,"7048/3133/3572/4208/975/2013/1499/1947/1026/958/7293/4478/4860/3105/6194/3659/3146/3280/51293/977/2534/2615/6188/4690/301/6654/57162/64332",28
"GO:0032495","GO:0032495","response to muramyl dipeptide","5/978","20/18614",0.00317123177243607,0.0202816558574808,0.0142393095057622,"7431/4851/182/4792/51510",5
"GO:0046683","GO:0046683","response to organophosphorus","15/978","129/18614",0.00318414239758554,0.0203400461290573,0.0142803040456038,"358/351/7056/6781/5138/10411/2354/2353/3625/9693/5327/677/2889/5906/3488",15
"GO:0048771","GO:0048771","tissue remodeling","19/978","181/18614",0.0031885798955055,0.0203400461290573,0.0142803040456038,"2034/1901/7075/54567/2697/857/4313/94/659/4208/2324/1636/2149/1499/182/5166/7040/7879/3488",19
"GO:0050867","GO:0050867","positive regulation of cell activation","34/978","394/18614",0.00319162621556189,0.0203400461290573,0.0142803040456038,"7048/1948/3133/857/3572/27/2624/4208/975/2621/1947/1026/958/7293/567/387/7704/4860/3105/3146/3280/51293/7525/3727/2534/6188/4690/301/6347/6595/7040/57162/3134/64332",34
"GO:0002183","GO:0002183","cytoplasmic translational initiation","7/978","38/18614",0.00326580260771366,0.0207121186891988,0.014541528098496,"4690/1973/1974/1983/23521/8668/3646",7
"GO:0048846","GO:0048846","axon extension involved in axon guidance","7/978","38/18614",0.00326580260771366,0.0207121186891988,0.014541528098496,"8828/659/8829/56920/6387/10501/64218",7
"GO:1902284","GO:1902284","neuron projection extension involved in neuron projection guidance","7/978","38/18614",0.00326580260771366,0.0207121186891988,0.014541528098496,"8828/659/8829/56920/6387/10501/64218",7
"GO:0007520","GO:0007520","myoblast fusion","8/978","48/18614",0.00327295063650621,0.0207121186891988,0.014541528098496,"928/58494/975/4627/10211/3688/824/8837",8
"GO:0045747","GO:0045747","positive regulation of Notch signaling pathway","8/978","48/18614",0.00327295063650621,0.0207121186891988,0.014541528098496,"54567/3572/81619/3714/6774/4851/182/3280",8
"GO:2000404","GO:2000404","regulation of T cell migration","8/978","48/18614",0.00327295063650621,0.0207121186891988,0.014541528098496,"351/4345/27/6387/387/1398/102/6868",8
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","14/978","117/18614",0.00331084702331822,0.0209030982812527,0.0146756107167816,"2321/3643/80310/4208/8322/2043/23328/5155/958/4296/2260/6188/7040/11214",14
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","14/978","117/18614",0.00331084702331822,0.0209030982812527,0.0146756107167816,"641700/857/1601/1452/25820/6613/1263/1454/4287/5706/7415/4780/3303/90637",14
"GO:0045995","GO:0045995","regulation of embryonic development","12/978","93/18614",0.00340160794444877,0.0214511178522456,0.0150603633396157,"3643/64321/3910/1499/4851/23236/182/3280/23187/1072/4780/170506",12
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","10/978","70/18614",0.00345261466639285,0.0217270030085052,0.0152540563080612,"7048/2771/1026/5155/706/2773/2950/7040/4780/948",10
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","23/978","237/18614",0.0034533781780179,0.0217270030085052,0.0152540563080612,"1948/7431/1910/7538/4208/5595/6376/23328/387/3146/706/22900/4792/6347/114769/2950/7040/824/51510/64332/2920/10865/948",23
"GO:0031102","GO:0031102","neuron projection regeneration","9/978","59/18614",0.00346288625457946,0.0217361863526324,0.0152605037342597,"4313/9314/2043/1495/133/3725/706/3913/2896",9
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","6/978","29/18614",0.0034749007534391,0.0217361863526324,0.0152605037342597,"2022/54567/57493/659/4851/6654",6
"GO:0019076","GO:0019076","viral release from host cell","6/978","29/18614",0.0034749007534391,0.0217361863526324,0.0152605037342597,"858/51652/51510/27243/7879/9218",6
"GO:0031342","GO:0031342","negative regulation of cell killing","6/978","29/18614",0.0034749007534391,0.0217361863526324,0.0152605037342597,"3133/3106/3105/1398/7040/3134",6
"GO:0035891","GO:0035891","exit from host cell","6/978","29/18614",0.0034749007534391,0.0217361863526324,0.0152605037342597,"858/51652/51510/27243/7879/9218",6
"GO:1903531","GO:1903531","negative regulation of secretion by cell","17/978","156/18614",0.00349077107148255,0.0218102732343956,0.0153125185227542,"2697/4345/2771/90007/2149/3625/4851/7132/8609/9341/55691/706/301/5906/3134/5211/7879",17
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","19/978","183/18614",0.00360194094052729,0.0224789332659405,0.0157819701893344,"10252/8692/7078/857/2122/1942/1848/2043/1601/1843/3276/65018/10019/3301/64853/55333/2950/4609/5518",19
"GO:0051222","GO:0051222","positive regulation of protein transport","28/978","309/18614",0.00362001013278032,0.0225657018288504,0.0158428885103692,"8692/2040/3728/10411/975/2621/56262/54741/23236/9619/65018/55691/7531/4947/2534/51100/55754/1263/7323/7040/54543/6717/51024/4641/9531/10984/6844/51160",28
"GO:0006900","GO:0006900","vesicle budding from membrane","11/978","82/18614",0.00365297914583378,0.0226794636443816,0.0159227582070384,"302/6281/8724/8301/54874/1173/51510/553115/7879/10016/9218",11
"GO:0042509","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","11/978","82/18614",0.00365297914583378,0.0226794636443816,0.0159227582070384,"857/9021/3572/958/7132/3280/10019/2534/23568/79893/5518",11
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress","11/978","82/18614",0.00365297914583378,0.0226794636443816,0.0159227582070384,"857/23645/4690/10955/4287/1388/84919/51035/4780/51060/3303",11
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","40/978","488/18614",0.00365500678632917,0.0226794636443816,0.0159227582070384,"351/27253/10769/11170/2771/8291/6623/4208/1636/5595/2043/760/6376/23236/9693/10211/65018/5327/8525/2534/10458/3799/3688/5868/3092/6347/9590/5906/22883/23191/51304/54407/7533/468/3845/6558/375/57142/6844/2171",40
"GO:0007254","GO:0007254","JNK cascade","18/978","170/18614",0.00368098479129596,0.0227568645772438,0.0159770997187376,"351/2122/2324/9448/9344/23236/10044/4296/3146/3276/4616/65018/1398/3301/6386/64853/2950/331",18
"GO:0034616","GO:0034616","response to laminar fluid shear stress","4/978","13/18614",0.00369688772899659,0.0227568645772438,0.0159770997187376,"9314/10365/1636/4780",4
"GO:0042117","GO:0042117","monocyte activation","4/978","13/18614",0.00369688772899659,0.0227568645772438,0.0159770997187376,"8692/8291/27086/102",4
"GO:0060213","GO:0060213","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening","4/978","13/18614",0.00369688772899659,0.0227568645772438,0.0159770997187376,"7538/23112/5436/7832",4
"GO:0060837","GO:0060837","blood vessel endothelial cell differentiation","4/978","13/18614",0.00369688772899659,0.0227568645772438,0.0159770997187376,"3791/8829/23462/4851",4
"GO:0071801","GO:0071801","regulation of podosome assembly","4/978","13/18614",0.00369688772899659,0.0227568645772438,0.0159770997187376,"2934/6624/4478/387",4
"GO:0072310","GO:0072310","glomerular epithelial cell development","4/978","13/18614",0.00369688772899659,0.0227568645772438,0.0159770997187376,"5420/182/3913/8826",4
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","12/978","94/18614",0.00371771126464763,0.0227856148678987,0.0159972846725645,"659/1910/1636/6196/5547/2013/2149/2621/5155/387/1889/133",12
"GO:0006140","GO:0006140","regulation of nucleotide metabolic process","12/978","94/18614",0.00371771126464763,0.0227856148678987,0.0159972846725645,"351/3643/6774/402/65018/978/54541/706/7114/5166/51024/7415",12
"GO:0010976","GO:0010976","positive regulation of neuron projection development","17/978","157/18614",0.00372853139265425,0.0227856148678987,0.0159972846725645,"3655/27/8829/6376/8724/9693/2534/10458/4690/55754/2889/5906/23191/2896/8837/4780/170506",17
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","17/978","157/18614",0.00372853139265425,0.0227856148678987,0.0159972846725645,"2022/10252/4855/7048/3791/7075/54567/1282/23129/8829/54922/1499/25932/4851/5371/3845/4609",17
"GO:0010171","GO:0010171","body morphogenesis","8/978","49/18614",0.00373512502977326,0.0227856148678987,0.0159972846725645,"7122/4313/4487/64651/23187/6237/59338/29123",8
"GO:0043330","GO:0043330","response to exogenous dsRNA","8/978","49/18614",0.00373512502977326,0.0227856148678987,0.0159972846725645,"857/5595/5899/10211/4792/9188/170506/6520",8
"GO:0046580","GO:0046580","negative regulation of Ras protein signal transduction","8/978","49/18614",0.00373512502977326,0.0227856148678987,0.0159972846725645,"10252/57493/27/54922/10395/7126/3688/3925",8
"GO:0008584","GO:0008584","male gonad development","16/978","144/18614",0.00373520878764889,0.0227856148678987,0.0159972846725645,"3643/8751/5872/8531/9289/1636/595/3625/8743/1495/4678/51742/546/59338/7536/7812",16
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","26/978","281/18614",0.00374865846356543,0.0228419380170235,0.0160368279306872,"10769/11170/9314/5962/595/1026/23236/6194/28984/4296/9510/1654/5371/3688/5128/301/6347/3398/55904/6595/1263/6154/6868/51322/4609/23476",26
"GO:0060541","GO:0060541","respiratory system development","21/978","211/18614",0.0037787867381997,0.0229996491694694,0.0161475535010237,"10252/2034/7048/3791/57493/4781/659/10365/2324/1636/5595/1499/4851/3280/60485/998/4048/9678/3845/23521/3488",21
"GO:0043403","GO:0043403","skeletal muscle tissue regeneration","7/978","39/18614",0.00380305146372252,0.0231213577766385,0.0162330024672803,"7048/928/975/3475/301/8837/136319",7
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","19/978","184/18614",0.00382474962711207,0.0232272070964867,0.0163073169728061,"857/8835/9021/3572/2149/54741/958/6774/4851/7132/3280/10019/2534/6347/7040/23568/54940/79893/5518",19
"GO:0090497","GO:0090497","mesenchymal cell migration","9/978","60/18614",0.00388829898018273,0.023586691574076,0.0165597032066956,"8828/1910/8829/56920/10501/1947/64218/998/65979",9
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","25/978","268/18614",0.00398197267312789,0.0239663922533418,0.0168262827961338,"7048/3133/3572/4208/975/5595/1499/1947/1026/958/7293/4860/3105/3659/3146/3280/684/51293/2615/6188/4690/301/6654/2950/57162",25
"GO:0007213","GO:0007213","G protein-coupled acetylcholine receptor signaling pathway","5/978","21/18614",0.00398453715712498,0.0239663922533418,0.0168262827961338,"2771/2776/23236/375790/2782",5
"GO:0035809","GO:0035809","regulation of urine volume","5/978","21/18614",0.00398453715712498,0.0239663922533418,0.0168262827961338,"8692/2771/1910/4881/133",5
"GO:0038083","GO:0038083","peptidyl-tyrosine autophosphorylation","5/978","21/18614",0.00398453715712498,0.0239663922533418,0.0168262827961338,"3791/3643/857/1636/5595",5
"GO:0097734","GO:0097734","extracellular exosome biogenesis","5/978","21/18614",0.00398453715712498,0.0239663922533418,0.0168262827961338,"947/8766/6386/27243/7879",5
"GO:0099515","GO:0099515","actin filament-based transport","5/978","21/18614",0.00398453715712498,0.0239663922533418,0.0168262827961338,"4646/81/54874/23224/4641",5
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","21/978","212/18614",0.00399297519807236,0.0239663922533418,0.0168262827961338,"351/4651/4646/81/3799/54874/7846/3315/6687/10376/23224/998/3281/8655/23011/5870/4641/9531/3192/1781/51566",21
"GO:1901655","GO:1901655","cellular response to ketone","13/978","107/18614",0.00399657816421286,0.0239663922533418,0.0168262827961338,"358/8751/10365/1636/2353/2621/4478/6446/2782/5327/54541/687/8837",13
"GO:1902414","GO:1902414","protein localization to cell junction","13/978","107/18614",0.00399657816421286,0.0239663922533418,0.0168262827961338,"5175/1003/57493/7082/8766/10458/3799/71/3315/10979/5906/102/22883",13
"GO:0035264","GO:0035264","multicellular organism growth","16/978","145/18614",0.00399956038342643,0.0239663922533418,0.0168262827961338,"351/25937/57493/8835/10365/23371/25932/6774/9462/6654/5339/677/546/59338/5930/23770",16
"GO:0046546","GO:0046546","development of primary male sexual characteristics","16/978","145/18614",0.00399956038342643,0.0239663922533418,0.0168262827961338,"3643/8751/5872/8531/9289/1636/595/3625/8743/1495/4678/51742/546/59338/7536/7812",16
"GO:0007492","GO:0007492","endoderm development","11/978","83/18614",0.00401612526606209,0.0240125282188282,0.0168586738541679,"64321/4313/83595/1284/1499/3678/4851/1843/677/3065/3915",11
"GO:0051851","GO:0051851","modulation by host of symbiont process","11/978","83/18614",0.00401612526606209,0.0240125282188282,0.0168586738541679,"3429/2040/1915/858/3725/5868/998/1072/3065/64710/9218",11
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","35/978","415/18614",0.00404292407104938,0.0241195150802583,0.0169337870028999,"5175/7048/1948/3133/58494/857/9314/3572/27/975/6387/1947/4478/567/387/3678/7704/4860/2113/3105/3659/3146/3280/3383/7525/2534/2615/6188/3688/4690/301/6347/6595/57162/64332",35
"GO:1903706","GO:1903706","regulation of hemopoiesis","35/978","415/18614",0.00404292407104938,0.0241195150802583,0.0169337870028999,"7048/6935/2624/7538/4208/3726/1499/2353/2621/567/387/7071/6774/7704/4860/2113/182/3106/3659/3146/2200/3276/4739/4792/301/6654/677/27086/3398/6595/7040/10766/4609/64332/3303",35
"GO:0042982","GO:0042982","amyloid precursor protein metabolic process","12/978","95/18614",0.00405703475874093,0.0241505025143952,0.0169555426065136,"2280/1942/9445/2043/9452/9619/8301/102/1454/6868/3459/57142",12
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","12/978","95/18614",0.00405703475874093,0.0241505025143952,0.0169555426065136,"10203/2697/4313/2771/4208/1026/5155/387/9510/3725/2773/3488",12
"GO:0097254","GO:0097254","renal tubular secretion","6/978","30/18614",0.0041537563416172,0.0246720373931364,0.0173217009028889,"6781/2771/1910/1636/4881/9429",6
"GO:0099590","GO:0099590","neurotransmitter receptor internalization","6/978","30/18614",0.0041537563416172,0.0246720373931364,0.0173217009028889,"1948/3092/1173/8650/5898/1175",6
"GO:0071774","GO:0071774","response to fibroblast growth factor","14/978","120/18614",0.00417106497722033,0.0247477097279327,0.0173748288034785,"10252/8692/54567/7538/9592/1499/55959/2260/25865/6654/6347/677/3164/8826",14
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","22/978","227/18614",0.00424503255769057,0.0251107265967128,0.0176296950524029,"351/7048/302/2624/3726/975/1499/2353/4627/7071/3428/2200/4739/3725/25979/677/998/27086/3398/7040/10766/4609",22
"GO:0038084","GO:0038084","vascular endothelial growth factor signaling pathway","8/978","50/18614",0.00424615572504872,0.0251107265967128,0.0176296950524029,"2321/3791/8828/8829/2324/25865/3315/4641",8
"GO:0044088","GO:0044088","regulation of vacuole organization","8/978","50/18614",0.00424615572504872,0.0251107265967128,0.0176296950524029,"302/9637/5899/65018/51100/5868/2896/81876",8
"GO:0031348","GO:0031348","negative regulation of defense response","26/978","284/18614",0.0043135751677471,0.0254816103420786,0.0178900844642946,"2/10203/1003/3133/6397/9021/10769/9314/4345/7010/7538/6376/5654/7132/3106/3105/3428/7525/1398/2534/2950/3949/7040/2896/3134/5094",26
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","37/978","447/18614",0.00431911360325086,0.0254865341926034,0.0178935413926676,"1776/7431/5138/8531/7538/1655/4860/2521/56829/953/978/22894/677/1153/11165/4245/55629/23112/65110/23589/3192/4913/5436/7832/7415/10984/7812/6741/10921/170506/10949/26135/11163/9939/3183/3646/3303",37
"GO:0048638","GO:0048638","regulation of developmental growth","29/978","328/18614",0.00439916428846521,0.0258111063580959,0.0181214164514833,"351/7048/3643/8835/659/8531/8829/4208/56920/1848/6387/10501/1026/9686/7049/6774/4851/23236/375790/64218/23499/60485/3475/27086/23191/50618/23011/57142/2017",29
"GO:0010762","GO:0010762","regulation of fibroblast migration","7/978","40/18614",0.0044047912175233,0.0258111063580959,0.0181214164514833,"358/8692/8874/3688/9590/7040/5879",7
"GO:0032506","GO:0032506","cytokinetic process","7/978","40/18614",0.0044047912175233,0.0258111063580959,0.0181214164514833,"4627/387/51652/5339/51510/375/27243",7
"GO:0051125","GO:0051125","regulation of actin nucleation","7/978","40/18614",0.0044047912175233,0.0258111063580959,0.0181214164514833,"2934/10163/10787/55845/9535/23191/375",7
"GO:1901186","GO:1901186","positive regulation of ERBB signaling pathway","7/978","40/18614",0.0044047912175233,0.0258111063580959,0.0181214164514833,"1839/5899/6654/3092/6868/57142/5898",7
"GO:0000281","GO:0000281","mitotic cytokinesis","11/978","84/18614",0.00440747154905644,0.0258111063580959,0.0181214164514833,"389/6711/388/387/51652/6651/1072/51510/375/3925/27243",11
"GO:0061515","GO:0061515","myeloid cell development","11/978","84/18614",0.00440747154905644,0.0258111063580959,0.0181214164514833,"351/221395/302/10365/6194/2313/10163/2200/29766/10019/27086",11
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT","18/978","173/18614",0.00442973126066088,0.0259134495021598,0.0181932693472408,"857/8835/9021/3572/2149/54741/958/6774/4851/7132/3280/10019/2534/6347/23568/54940/79893/5518",18
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","17/978","160/18614",0.00452316423636692,0.0264314786066878,0.0185569663157823,"2/358/7078/9314/2621/5269/3428/871/1654/22900/8301/7077/114769/3164/2537/331/10049",17
"GO:0008217","GO:0008217","regulation of blood pressure","19/978","187/18614",0.00456275562929386,0.0266341026334966,0.018699224238474,"10266/947/94/659/1910/1636/4881/6196/5547/2013/2149/2621/5155/387/6446/1889/133/3398/476",19
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","16/978","147/18614",0.00457432883528872,0.0266729163624962,0.0187264745135099,"25937/3399/3572/659/4208/51564/1499/51232/1655/4851/182/3727/10979/1192/468/3488",16
